id,der_id,scenario,date,value
287,3,3,2032-10-09 00:00:00,206.08232439952005
288,3,3,2032-05-15 00:00:00,210.91575660291662
289,3,2,2032-10-09 00:00:00,103.04116223171931
290,3,2,2032-08-07 00:00:00,93.7498844203162
291,3,2,2032-09-11 00:00:00,89.93129154331062
292,3,2,2032-06-19 00:00:00,86.27682211807829
293,3,3,2032-03-27 00:00:00,235.3432796543795
294,3,3,2032-07-17 00:00:00,204.70781958918994
295,3,3,2032-10-09 00:00:00,206.08232439952005
296,3,3,2032-05-15 00:00:00,210.91575660291662
297,3,4,2032-02-14 00:00:00,246.9568259904622
298,3,4,2032-11-27 00:00:00,245.6133399663386
299,3,4,2032-09-18 00:00:00,235.4927629405848
300,3,4,2032-11-27 00:00:00,245.6133399663386
301,3,3,2032-03-27 00:00:00,235.3432796543795
302,3,3,2032-07-17 00:00:00,204.70781958918994
303,3,3,2032-10-09 00:00:00,206.08232439952005
304,3,3,2032-05-15 00:00:00,210.91575660291662
305,3,4,2032-02-14 00:00:00,246.9568259904622
306,3,4,2032-11-27 00:00:00,245.6133399663386
307,3,4,2032-09-18 00:00:00,235.4927629405848
308,3,4,2032-11-27 00:00:00,245.6133399663386
309,3,4,2032-02-14 00:00:00,246.9568259904622
310,3,4,2032-11-27 00:00:00,245.6133399663386
311,3,4,2032-09-18 00:00:00,235.4927629405848
312,3,4,2032-11-27 00:00:00,245.6133399663386
313,3,1,2037-09-26 00:00:00,0
314,3,1,2037-10-24 00:00:00,0
315,3,1,2037-12-19 00:00:00,0
316,3,1,2037-09-26 00:00:00,0
317,3,2,2037-01-31 00:00:00,193.18032301743744
318,3,2,2037-09-26 00:00:00,187.21553419037755
319,3,2,2037-10-10 00:00:00,183.59841441138636
320,3,2,2037-06-13 00:00:00,171.64422779175146
321,3,3,2037-03-21 00:00:00,422.93100663854466
322,3,3,2037-12-12 00:00:00,404.466207853967
323,3,3,2037-11-21 00:00:00,434.25436382375244
324,3,3,2037-11-28 00:00:00,432.26623000323815
325,3,2,2037-01-31 00:00:00,193.18032301743744
326,3,2,2037-09-26 00:00:00,187.21553419037755
327,3,2,2037-10-10 00:00:00,183.59841441138636
328,3,2,2037-06-13 00:00:00,171.64422779175146
329,3,3,2037-03-21 00:00:00,422.93100663854466
330,3,3,2037-12-12 00:00:00,404.466207853967
