id,ess_id,scenario,date,value
269,27,3,2040-01-01 00:00:00,584867.9999999999
270,27,3,2041-01-01 00:00:00,572424
271,27,3,2042-01-01 00:00:00,559979.9999999999
272,27,3,2043-01-01 00:00:00,543387.9999999999
273,27,3,2044-01-01 00:00:00,530944
274,27,3,2045-01-01 00:00:00,518500
275,27,3,2046-01-01 00:00:00,506056
276,27,3,2047-01-01 00:00:00,489463.99999999994
277,27,3,2048-01-01 00:00:00,477020
278,27,3,2049-01-01 00:00:00,464575.99999999994
279,27,3,2050-01-01 00:00:00,452131.99999999994
280,27,4,2020-01-01 00:00:00,1746307.9999999998
281,27,4,2021-01-01 00:00:00,1518168
282,27,4,2022-01-01 00:00:00,1377136
283,27,4,2023-01-01 00:00:00,1227808
284,27,4,2024-01-01 00:00:00,1124108
285,27,4,2025-01-01 00:00:00,1037000
286,27,4,2026-01-01 00:00:00,970632
287,27,4,2027-01-01 00:00:00,912560
288,27,4,2028-01-01 00:00:00,866931.9999999999
289,27,4,2029-01-01 00:00:00,808859.9999999999
290,27,4,2030-01-01 00:00:00,759084
291,27,4,2031-01-01 00:00:00,721752
292,27,4,2032-01-01 00:00:00,705160
293,27,4,2033-01-01 00:00:00,688568
294,27,4,2034-01-01 00:00:00,676123.9999999999
295,27,4,2035-01-01 00:00:00,659531.9999999999
296,27,4,2036-01-01 00:00:00,642939.9999999999
297,27,4,2037-01-01 00:00:00,630496
298,27,4,2038-01-01 00:00:00,613904
299,27,4,2039-01-01 00:00:00,601459.9999999999
300,27,4,2040-01-01 00:00:00,584867.9999999999
301,27,4,2041-01-01 00:00:00,572424
302,27,4,2042-01-01 00:00:00,559979.9999999999
303,27,4,2043-01-01 00:00:00,543387.9999999999
304,27,4,2044-01-01 00:00:00,530944
305,27,4,2045-01-01 00:00:00,518500
306,27,4,2046-01-01 00:00:00,506056
307,27,4,2047-01-01 00:00:00,489463.99999999994
308,27,4,2048-01-01 00:00:00,477020
309,27,4,2049-01-01 00:00:00,464575.99999999994
310,27,4,2050-01-01 00:00:00,452131.99999999994
311,27,2,2020-01-01 00:00:00,1746307.9999999998
312,27,2,2021-01-01 00:00:00,1671643.9999999998
313,27,2,2022-01-01 00:00:00,1613572
314,27,2,2023-01-01 00:00:00,1551351.9999999998
315,27,2,2024-01-01 00:00:00,1514020
316,27,2,2025-01-01 00:00:00,1455947.9999999998
317,27,2,2026-01-01 00:00:00,1414467.9999999998
318,27,2,2027-01-01 00:00:00,1372987.9999999998
319,27,2,2028-01-01 00:00:00,1306620
320,27,2,2029-01-01 00:00:00,1231956
321,27,2,2030-01-01 00:00:00,1161439.9999999998
322,27,2,2031-01-01 00:00:00,1090924
323,27,2,2032-01-01 00:00:00,1016259.9999999999
324,27,2,2033-01-01 00:00:00,983075.9999999999
325,27,2,2034-01-01 00:00:00,945743.9999999999
326,27,2,2035-01-01 00:00:00,908411.9999999999
327,27,2,2036-01-01 00:00:00,879376
328,27,2,2037-01-01 00:00:00,850339.9999999999
329,27,2,2038-01-01 00:00:00,825451.9999999999
330,27,2,2039-01-01 00:00:00,800564
331,27,2,2040-01-01 00:00:00,779824
332,27,2,2041-01-01 00:00:00,767380
333,27,2,2042-01-01 00:00:00,754935.9999999999
334,27,2,2043-01-01 00:00:00,734195.9999999999
335,27,2,2044-01-01 00:00:00,721752
336,27,2,2045-01-01 00:00:00,705160
337,27,2,2046-01-01 00:00:00,692715.9999999999
338,27,2,2047-01-01 00:00:00,680271.9999999999
339,27,2,2048-01-01 00:00:00,667828
340,27,2,2049-01-01 00:00:00,659531.9999999999
341,27,2,2050-01-01 00:00:00,647088
342,27,1,2020-01-01 00:00:00,1746307.9999999998
343,27,1,2021-01-01 00:00:00,1671643.9999999998
344,27,1,2022-01-01 00:00:00,1613572
345,27,1,2023-01-01 00:00:00,1551351.9999999998
346,27,1,2024-01-01 00:00:00,1514020
347,27,1,2025-01-01 00:00:00,1455947.9999999998
348,27,1,2026-01-01 00:00:00,1414467.9999999998
349,27,1,2027-01-01 00:00:00,1372987.9999999998
350,27,1,2028-01-01 00:00:00,1306620
351,27,1,2029-01-01 00:00:00,1231956
352,27,1,2030-01-01 00:00:00,1161439.9999999998
353,27,1,2031-01-01 00:00:00,1090924
354,27,1,2032-01-01 00:00:00,1016259.9999999999
355,27,1,2033-01-01 00:00:00,983075.9999999999
356,27,1,2034-01-01 00:00:00,945743.9999999999
357,27,1,2035-01-01 00:00:00,908411.9999999999
358,27,1,2036-01-01 00:00:00,879376
359,27,1,2037-01-01 00:00:00,850339.9999999999
360,27,1,2038-01-01 00:00:00,825451.9999999999
361,27,1,2039-01-01 00:00:00,800564
362,27,1,2040-01-01 00:00:00,779824
363,27,1,2041-01-01 00:00:00,767380
364,27,1,2042-01-01 00:00:00,754935.9999999999
365,27,1,2043-01-01 00:00:00,734195.9999999999
366,27,1,2044-01-01 00:00:00,721752
