id,h2dem_id,scenario,date,value
627,9,3,2026-07-01 00:00:00,21896.65967733197
628,9,3,2027-07-01 00:00:00,29215.075444065773
629,9,3,2028-07-01 00:00:00,29241.322887817554
630,9,3,2029-07-01 00:00:00,29528.88526134019
631,9,3,2030-07-01 00:00:00,29896.99849067688
632,9,3,2031-07-01 00:00:00,29996.535124032594
633,9,3,2032-07-01 00:00:00,43941.03445592682
634,9,3,2033-07-01 00:00:00,52144.960244714675
635,9,3,2034-07-01 00:00:00,57723.83911053688
636,9,3,2035-07-01 00:00:00,63461.59840424348
637,9,3,2036-07-01 00:00:00,73446.09227268852
638,9,3,2037-07-01 00:00:00,84648.45995765539
639,9,3,2038-07-01 00:00:00,87107.13565875342
640,9,3,2039-07-01 00:00:00,93639.81065903527
641,9,3,2040-07-01 00:00:00,99869.55625116832
642,9,3,2041-07-01 00:00:00,106042.77849768664
643,9,3,2042-07-01 00:00:00,112324.97311286569
644,9,3,2043-07-01 00:00:00,118487.22554322855
645,9,3,2044-07-01 00:00:00,124811.7504337712
646,9,3,2045-07-01 00:00:00,124918.24215045011
647,9,3,2046-07-01 00:00:00,124999.02522758982
648,9,3,2047-07-01 00:00:00,125120.64501998604
649,9,3,2048-07-01 00:00:00,124285.80814110482
650,9,3,2049-07-01 00:00:00,129724.15475052674
651,10,1,2024-07-01 00:00:00,26.447980385096383
652,10,1,2025-07-01 00:00:00,1174.4423078101888
653,10,1,2026-07-01 00:00:00,3424.714329383352
654,10,1,2027-07-01 00:00:00,4514.733727956872
655,10,1,2028-07-01 00:00:00,4138.0388866227995
656,10,1,2029-07-01 00:00:00,3703.814264930017
657,10,1,2030-07-01 00:00:00,3737.7897345030524
658,10,1,2031-07-01 00:00:00,4379.029974329703
659,10,1,2032-07-01 00:00:00,5340.434286932671
660,10,1,2033-07-01 00:00:00,5641.5608781406145
661,10,1,2034-07-01 00:00:00,5646.38836751728
662,10,1,2035-07-01 00:00:00,5649.189629952545
663,10,1,2036-07-01 00:00:00,5652.318991420456
664,10,1,2037-07-01 00:00:00,5660.654829907708
665,10,1,2038-07-01 00:00:00,5667.619724662933
